HS_Code,VAT_Rate
1302192000,13.0%
1302193000,13.0%
1302194000,13.0%
1302199001,13.0%
1302199013,13.0%
1302199019,13.0%
1302199095,13.0%
1302199096,13.0%
1302199097,13.0%
1302199099,13.0%
1302200000,13.0%
1302310000,13.0%
1302320000,13.0%
1302391100,13.0%
1302391200,13.0%
1302391900,13.0%
1302399010,13.0%
1302399090,13.0%
1401100010,9.0%
1401100090,9.0%
1401200010,9.0%
1401200090,9.0%
1401901000,9.0%
1401902000,9.0%
1401903100,9.0%
1401903900,9.0%
1401909000,9.0%
1404200000,9.0%
1404901000,9.0%
1404909010,9.0%
1404909090,9.0%
1501100000,13.0%
1501200000,13.0%
1501900000,13.0%
1502100000,13.0%
1502900000,13.0%
1503000000,13.0%
1504100010,13.0%
1504100090,13.0%
1504200011,13.0%
1504200019,13.0%
1504200091,13.0%
1504200099,13.0%
1504300010,13.0%
1504300090,13.0%
1505000000,13.0%
1506000010,13.0%
1506000090,13.0%
1507100000,9.0%
1507900000,9.0%
1508100000,9.0%
1508900000,9.0%
1509100000,9.0%
1509900000,13.0%
1510000000,13.0%
1511100000,9.0%
1511901000,9.0%
1511902001,9.0%
1511902090,9.0%
1511909000,13.0%
1512110000,9.0%
1512190000,13.0%
1512210000,9.0%
1512290000,13.0%
1513110000,9.0%
1513190000,9.0%
1513210000,9.0%
1513290000,13.0%
1514110000,9.0%
1514190000,9.0%
1514911000,9.0%
1514919000,9.0%
1514990000,13.0%
1515110000,9.0%
1515190000,13.0%
1515210000,9.0%
1515290000,13.0%
1515300000,13.0%
1515500000,9.0%
1515901000,13.0%
1515902000,13.0%
1515903000,13.0%
1515909010,13.0%
1515909090,13.0%
1516100000,13.0%
1516200000,13.0%
1517100000,13.0%
1517901001,13.0%
1517901090,9.0%
1517909001,13.0%
1517909090,9.0%
1518000000,13.0%
1520000000,13.0%
1521100010,13.0%
1521100090,13.0%
1521901000,13.0%
1521909010,13.0%
1521909090,13.0%
1522000000,13.0%
1601001010,13.0%
1601001090,13.0%
1601002010,13.0%
1601002090,13.0%
1601003010,13.0%
1601003090,13.0%
1602100010,13.0%
1602100090,13.0%
1602200010,13.0%
1602200090,13.0%
1602310000,13.0%
1602321000,13.0%
1602329100,13.0%
1602329200,13.0%
1602329900,13.0%
1602391000,13.0%
1602399100,13.0%
1602399900,13.0%
1602410010,13.0%
1602410090,13.0%
1602420010,13.0%
1602420090,13.0%
1602491010,13.0%
1602491090,13.0%
1602499010,13.0%
1602499090,13.0%
1602501010,13.0%
1602501090,13.0%
1602509010,13.0%
1602509090,13.0%
1602901010,13.0%
1602901090,13.0%
1602909010,13.0%
1602909090,13.0%
1603000010,13.0%
1603000090,13.0%
1604111000,13.0%
1604119010,13.0%
1604119020,13.0%
1604119090,13.0%
1604120000,13.0%
1604130000,13.0%
1604140000,13.0%
1604150000,13.0%
1604160000,13.0%
1604170010,13.0%
1604170020,13.0%
1604170090,13.0%
1604180010,13.0%
1604180090,13.0%
1604192000,13.0%
1604193100,13.0%
1604193900,13.0%
1604199010,13.0%
1604199090,13.0%
1604201110,13.0%
1604201190,13.0%
1604201910,13.0%
1604201990,13.0%
1604209110,13.0%
1604209190,13.0%
1604209910,13.0%
1604209990,13.0%
1604310000,13.0%
1604320000,13.0%
1605100000,13.0%
1605210000,13.0%
1605290000,13.0%
1605300000,13.0%
1605401100,13.0%
1605401900,13.0%
1605409000,13.0%
1605510000,13.0%
1605520010,13.0%
1605520090,13.0%
1605530000,13.0%
1605540000,13.0%
1605550000,13.0%
1605561000,13.0%
1605562010,13.0%
1605562090,13.0%
1605570000,13.0%
1605580010,13.0%
1605580090,13.0%
1605590010,13.0%
1605590090,13.0%
1605610010,13.0%
1605610090,13.0%
1605620000,13.0%
1605630000,13.0%
1605690010,13.0%
1605690090,13.0%
1701120001,13.0%
1701120090,13.0%
1701130001,13.0%
1701130090,13.0%
1701140001,13.0%
1701140090,13.0%
1701910001,13.0%
1701910090,13.0%
1701991010,13.0%
1701991090,13.0%
1701992001,13.0%
1701992090,13.0%
1701999001,13.0%
1701999090,13.0%
1702110000,13.0%
1702190000,13.0%
1702200000,13.0%
1702300000,13.0%
1702400000,13.0%
1702500000,13.0%
1702600000,13.0%
1702900010,13.0%
1702900090,13.0%
1703100000,13.0%
1703900000,13.0%
1704100000,13.0%
1704900000,13.0%
1801000000,13.0%
1802000000,13.0%
1803100000,13.0%
1803200000,13.0%
1804000010,13.0%
1804000090,13.0%
1805000000,13.0%
1806100000,13.0%
1806200000,13.0%
1806310000,13.0%
1806320000,13.0%
1806900000,13.0%
1901101000,13.0%
1901109000,13.0%
1901200000,13.0%
1901900000,13.0%
1902110010,9.0%
1902110090,13.0%
1902190010,9.0%
1902190090,13.0%
1902200000,13.0%
1902301000,13.0%
1902302000,13.0%
1902303000,13.0%
1902309000,13.0%
1902400000,13.0%
1903000000,13.0%
1904100000,13.0%
1904200000,13.0%
1904300000,13.0%
1904900000,13.0%
1905100000,13.0%
1905200000,13.0%
1905310000,13.0%
1905320000,13.0%
1905400000,13.0%
1905900000,13.0%
2001100000,13.0%
2001901010,13.0%
2001901090,13.0%
2001909010,13.0%
2001909020,13.0%
2001909030,13.0%
2001909040,13.0%
2001909050,13.0%
2001909090,13.0%
2002101000,13.0%
2002109000,13.0%
2002901100,13.0%
2002901900,13.0%
2002909000,13.0%
2003101100,13.0%
2003101900,13.0%
2003109000,13.0%
2003901010,13.0%
2003901020,13.0%
2003901090,13.0%
2003909010,13.0%
2003909020,13.0%
2003909090,13.0%
2004100000,13.0%
2004900010,13.0%
2004900020,13.0%
2004900030,13.0%
2004900040,13.0%
2004900090,13.0%
2005100000,13.0%
2005200000,13.0%
2005400000,13.0%
2005511100,13.0%
2005511900,13.0%
2005519100,13.0%
2005519900,13.0%
2005591000,13.0%
2005599000,13.0%
2005601000,13.0%
2005609000,13.0%
2005700000,13.0%
2005800000,13.0%
2005911010,13.0%
2005911090,13.0%
2005919010,13.0%
2005919090,13.0%
2005992000,13.0%
2005994000,13.0%
2005995000,13.0%
2005996000,13.0%
2005999100,13.0%
2005999910,13.0%
2005999920,13.0%
2005999990,13.0%
2006001000,13.0%
2006002000,13.0%
2006009010,13.0%
2006009090,13.0%
2007100000,13.0%
2007910000,13.0%
2007991000,13.0%
2007999000,13.0%
2008111000,13.0%
2008112000,13.0%
2008113000,13.0%
2008119000,13.0%
2008191000,13.0%
2008192000,13.0%
2008199100,13.0%
2008199200,13.0%
2008199910,13.0%
2008199990,13.0%
2008201000,13.0%
2008209000,13.0%
2008301000,13.0%
2008309000,13.0%
2008401000,13.0%
2008409000,13.0%
2008500000,13.0%
2008601000,13.0%
2008609000,13.0%
2008701000,13.0%
2008709000,13.0%
2008800000,13.0%
2008910000,13.0%
2008930000,13.0%
2008970000,13.0%
2008991000,13.0%
2008992000,13.0%
2008993100,13.0%
2008993200,13.0%
2008993300,13.0%
2008993400,13.0%
2008993900,13.0%
2008994000,13.0%
2008999000,13.0%
2009110000,13.0%
2009120010,13.0%
2009120090,13.0%
2009190010,13.0%
2009190090,13.0%
2009210000,13.0%
2009290000,13.0%
2009311000,13.0%
2009319000,13.0%
2009391000,13.0%
2009399000,13.0%
2009410000,13.0%
2009490000,13.0%
2009500000,13.0%
2009610000,13.0%
2009690000,13.0%
2009710000,13.0%
2009790000,13.0%
2009810000,13.0%
2009891200,13.0%
2009891300,13.0%
2009891400,13.0%
2009891500,13.0%
2009891900,13.0%
2009892000,13.0%
2009901000,13.0%
2009909000,13.0%
2101110000,13.0%
2101120000,13.0%
2101200000,13.0%
2101300000,13.0%
2102100000,13.0%
2102200000,9.0%
2102300000,13.0%
2103100000,13.0%
2103200000,13.0%
2103300000,13.0%
2103901000,13.0%
2103902000,13.0%
2103909000,13.0%
2104100000,13.0%
2104200000,13.0%
2105000000,13.0%
2106100000,13.0%
2106901000,13.0%
2106902000,13.0%
2106903010,13.0%
2106903090,13.0%
2106904000,13.0%
2106905010,13.0%
2106905090,13.0%
2106909001,13.0%
2106909011,13.0%
2106909019,13.0%
2106909090,13.0%
2201101000,13.0%
2201102000,13.0%
2201901100,13.0%
2201901900,13.0%
2201909000,13.0%
2202100010,13.0%
2202100090,13.0%
2202910011,13.0%
2202910019,13.0%
2202910091,13.0%
2202910099,13.0%
2202990011,13.0%
2202990019,13.0%
2202990091,13.0%
2202990099,13.0%
2203000000,13.0%
2204100000,13.0%
2204210000,13.0%
2204220000,13.0%
2204290000,13.0%
2204300000,13.0%
2205100000,13.0%
2205900000,13.0%
2206001000,13.0%
2206009000,13.0%
2207100000,13.0%
2207200010,13.0%
2207200090,13.0%
2208200010,13.0%
2208200090,13.0%
2208300000,13.0%
2208400000,13.0%
2208500000,13.0%
2208600000,13.0%
2208700000,13.0%
2208901010,13.0%
2208901090,13.0%
2208902000,13.0%
2208909001,13.0%
2208909021,13.0%
2208909029,13.0%
2208909091,13.0%
2208909099,13.0%
2209000000,13.0%
2301101100,9.0%
2301101900,9.0%
2301102000,9.0%
2301109000,9.0%
2301201000,0.0%
2301209000,0.0%
2302100000,0.0%
2302300000,0.0%
2302400000,0.0%
2302500000,9.0%
2303100000,9.0%
2303200000,9.0%
2303300011,0.0%
2303300019,9.0%
2303300090,9.0%
2304001000,9.0%
2304009000,9.0%
2305000000,0.0%
2306100000,0.0%
2306200000,0.0%
2306300000,0.0%
2306410000,0.0%
2306490000,0.0%
2306500000,9.0%
2306600010,9.0%
2306600090,9.0%
2306900000,9.0%
2307000000,0.0%
2308000000,9.0%
2309101000,9.0%
2309109000,9.0%
2309901000,13.0%
2309909000,9.0%
2401101000,13.0%
2401109000,13.0%
2401201000,13.0%
2401209000,13.0%
2401300000,13.0%
2402100000,13.0%
2402200000,13.0%
2402900001,13.0%
2402900009,13.0%
2403110000,13.0%
2403190000,13.0%
2403910010,13.0%
2403910090,13.0%
2403990010,13.0%
2403990090,13.0%
2501001100,9.0%
2501001900,13.0%
2501002000,13.0%
2501003000,13.0%
2502000000,13.0%
2503000000,13.0%
2504101000,13.0%
2504109100,13.0%
2504109900,13.0%
2504900000,13.0%
2505100000,13.0%
2505900010,13.0%
2505900090,13.0%
2506100000,13.0%
2506200000,13.0%
2507001000,13.0%
2507009000,13.0%
2508100000,13.0%
2508300000,13.0%
2508400000,13.0%
2508500000,13.0%
2508600000,13.0%
2508700000,13.0%
2509000000,13.0%
2510101000,13.0%
2510109000,13.0%
2510201000,13.0%
2510209000,13.0%
2511100000,13.0%
2511200000,13.0%
2512001000,13.0%
2512009000,13.0%
2513100000,13.0%
2513200000,13.0%
2514000000,13.0%
2515110000,13.0%
2515120000,13.0%
2515200000,13.0%
2516110000,13.0%
2516120000,13.0%
2516200001,13.0%
2516200090,13.0%
2516900000,13.0%
2517100000,13.0%
2517200000,13.0%
2517300000,13.0%
2517410000,13.0%
2517490000,13.0%
2518100000,13.0%
2518200000,13.0%
2518300000,13.0%
2519100000,13.0%
2519901000,13.0%
2519902000,13.0%
2519903000,13.0%
2519909100,13.0%
2519909910,13.0%
2519909990,13.0%
2520100000,13.0%
2520201000,13.0%
2520209000,13.0%
2521000000,13.0%
2522100000,13.0%
2522200000,13.0%
2522300000,13.0%
2523100000,13.0%
2523210000,13.0%
2523290000,13.0%
2523300000,13.0%
2523900000,13.0%
2524100000,13.0%
2524901010,13.0%
2524901090,13.0%
2524909010,13.0%
2524909090,13.0%
2525100000,13.0%
2525200000,13.0%
2525300000,13.0%
2526101000,13.0%
2526102000,13.0%
2526201000,13.0%
2526202001,13.0%
2526202090,13.0%
2528001000,13.0%
2528009000,13.0%
2529100000,13.0%
2529210000,13.0%
2529220000,13.0%
2529300000,13.0%
2530101000,13.0%
2530102000,13.0%
2530200000,13.0%
2530901000,13.0%
2530902000,13.0%
2530909100,13.0%
2530909901,13.0%
2530909902,13.0%
2530909910,13.0%
2530909920,13.0%
2530909930,13.0%
2530909940,13.0%
2530909992,13.0%
2530909999,13.0%
2601111000,13.0%
2601112000,13.0%
2601119000,13.0%
2601120000,13.0%
2601200000,13.0%
2602000000,13.0%
2603000010,0.0%
2603000090,13.0%
2604000001,0.0%
2604000090,13.0%
2605000001,0.0%
2605000090,13.0%
2606000000,13.0%
2607000001,0.0%
2607000090,13.0%
2608000001,13.0%
2608000090,13.0%
2609000000,13.0%
2610000000,13.0%
2611000000,13.0%
2612100000,13.0%
2612200000,13.0%
2613100000,13.0%
2613900000,13.0%
2614000000,13.0%
2615100000,13.0%
2615901000,13.0%
2615909010,13.0%
2615909090,13.0%
2616100000,13.0%
2616900001,0.0%
2616900009,13.0%
2617101000,13.0%
2617109001,0.0%
2617109090,13.0%
2617901000,13.0%
2617909000,13.0%
2618001001,13.0%
2618001090,13.0%
2618009000,13.0%
2619000010,13.0%
2619000021,13.0%
2619000029,13.0%
2619000030,13.0%
2619000090,13.0%
2620110000,13.0%
2620190000,13.0%
2620210000,13.0%
2620290000,13.0%
2620300000,13.0%
2620400000,13.0%
2620600000,13.0%
2620910000,13.0%
2620991000,13.0%
2620999011,13.0%
2620999019,13.0%
2620999020,13.0%
2620999090,13.0%
2621100000,13.0%
2621900010,13.0%
2621900090,13.0%
2701110010,13.0%
2701110090,13.0%
2701121000,13.0%
2701129000,13.0%
2701190000,13.0%
2701200000,13.0%
2702100000,13.0%
2702200000,13.0%
2703000010,13.0%
2703000090,13.0%
2704001000,13.0%
2704009000,13.0%
2705000010,9.0%
2705000090,9.0%
2706000001,13.0%
2706000090,13.0%
2707100000,13.0%
2707200000,13.0%
2707300000,13.0%
2707400000,13.0%
2707500000,13.0%
2707910000,13.0%
2707991000,13.0%
2707999000,13.0%
2708100000,13.0%
2708200001,13.0%
2708200090,13.0%
2709000000,13.0%
2710121000,13.0%
2710122000,13.0%
2710123000,13.0%
2710129101,13.0%
2710129190,13.0%
2710129910,13.0%
2710129920,13.0%
2710129990,13.0%
2710191100,13.0%
2710191200,13.0%
2710191910,13.0%
2710191920,13.0%
2710191990,13.0%
2710192200,13.0%
2710192300,13.0%
2710192910,13.0%
2710192990,13.0%
2710199100,13.0%
2710199200,13.0%
2710199310,13.0%
2710199390,13.0%
2710199400,13.0%
2710199910,13.0%
2710199990,13.0%
2710200000,13.0%
2710910000,13.0%
2710990000,13.0%
2711110000,9.0%
2711120000,9.0%
2711131000,13.0%
2711139000,9.0%
2711140010,13.0%
2711140090,13.0%
2711191000,13.0%
2711199010,9.0%
2711199090,9.0%
2711210000,9.0%
2711290010,9.0%
2711290090,9.0%
2712100000,13.0%
2712200000,13.0%
2712901010,13.0%
2712901090,13.0%
2712909000,13.0%
2713111000,13.0%
2713119000,13.0%
2713121000,13.0%
2713129000,13.0%
2713200000,13.0%
2713900000,13.0%
2714100000,13.0%
2714901000,13.0%
2714902000,13.0%
2714909000,13.0%
2715000000,13.0%
2716000000,13.0%
2801100000,13.0%
2801200000,13.0%
2801301000,13.0%
2801302000,13.0%
2802000000,13.0%
2803000000,13.0%
2804100000,13.0%
2804210000,13.0%
2804290000,13.0%
2804300000,13.0%
2804400000,13.0%
2804500001,13.0%
2804500010,13.0%
2804500020,13.0%
2804500090,13.0%
2804611700,13.0%
2804611900,13.0%
2804612000,13.0%
2804619011,13.0%
2804619012,13.0%
2804619013,13.0%
2804619019,13.0%
2804619091,13.0%
2804619092,13.0%
2804619093,13.0%
2804619099,13.0%
2804690000,13.0%
2804701000,13.0%
2804709010,13.0%
2804709090,13.0%
2804800000,13.0%
2804901000,13.0%
2804909000,13.0%
2805110000,13.0%
2805120010,13.0%
2805120090,13.0%
2805191000,13.0%
2805199000,13.0%
2805301100,13.0%
2805301200,13.0%
2805301300,13.0%
2805301400,13.0%
2805301510,13.0%
2805301590,13.0%
2805301600,13.0%
2805301700,13.0%
2805301900,13.0%
2805302100,13.0%
2805302900,13.0%
2805400000,13.0%
2806100000,13.0%
2806200000,13.0%
2807000010,13.0%
2807000090,13.0%
2808000010,13.0%
2808000090,13.0%
2809100000,13.0%
2809201100,13.0%
2809201900,13.0%
2809209000,13.0%
2810001000,13.0%
2810002000,13.0%
2811111000,13.0%
2811119000,13.0%
2811120000,13.0%
2811192000,13.0%
2811199010,13.0%
2811199020,13.0%
2811199090,13.0%
2811210000,13.0%
2811221000,13.0%
2811229000,13.0%
2811290010,13.0%
2811290020,13.0%
2811290090,13.0%
2812110000,13.0%
2812120000,13.0%
2812130000,13.0%
2812140000,13.0%
2812150000,13.0%
2812160000,13.0%
2812170000,13.0%
2812190020,13.0%
2812190091,13.0%
2812190099,13.0%
2812901100,13.0%
2812901910,13.0%
2812901920,13.0%
2812901930,13.0%
2812901990,13.0%
2812909010,13.0%
2812909090,13.0%
2813100000,13.0%
2813900010,13.0%
2813900020,13.0%
2813900090,13.0%
2814100000,13.0%
2814200010,13.0%
2814200090,13.0%
2815110000,13.0%
2815120000,13.0%
2815200000,13.0%
2815300000,13.0%
2816100010,13.0%
2816100090,13.0%
2816400000,13.0%
2817001000,13.0%
2817009000,13.0%
2818101000,13.0%
2818109000,13.0%
2818200000,13.0%
2818300000,13.0%
2819100000,13.0%
2819900000,13.0%
2820100000,13.0%
2820900000,13.0%
2821100000,13.0%
2821200000,13.0%
2822001000,13.0%
2822009000,13.0%
2823000000,13.0%
2824100000,13.0%
2824901000,13.0%
2824909000,13.0%
2825101010,13.0%
2825101090,13.0%
2825102000,13.0%
2825109000,13.0%
2825201000,13.0%
2825209000,13.0%
2825301000,13.0%
2825309000,13.0%
2825400000,13.0%
2825500000,13.0%
2825600001,13.0%
2825600090,13.0%
2825700000,13.0%
2825800000,13.0%
2825901100,13.0%
2825901200,13.0%
2825901910,13.0%
2825901990,13.0%
2825902100,13.0%
2825902900,13.0%
2825903100,13.0%
2825903900,13.0%
2825904100,13.0%
2825904900,13.0%
2825909000,13.0%
2826121000,13.0%
2826129000,13.0%
2826191010,13.0%
2826191090,13.0%
2826192010,13.0%
2826192020,13.0%
2826192090,13.0%
2826199010,13.0%
2826199020,13.0%
2826199030,13.0%
2826199090,13.0%
2826300000,13.0%
2826901000,13.0%
2826902000,13.0%
2826909010,13.0%
2826909030,13.0%
2826909090,13.0%
2827101000,13.0%
2827109000,13.0%
2827200000,13.0%
2827310000,13.0%
2827320000,13.0%
2827350000,13.0%
2827391000,13.0%
2827392000,13.0%
2827393000,13.0%
2827399000,13.0%
2827410000,13.0%
2827491000,13.0%
2827499000,13.0%
2827510000,13.0%
2827590000,13.0%
2827600000,13.0%
2828100000,13.0%
2828900000,13.0%
2829110000,13.0%
2829191000,13.0%
2829199000,13.0%
2829900010,13.0%
2829900090,13.0%
2830101000,13.0%
2830109000,13.0%
2830902000,13.0%
2830903000,13.0%
2830909000,13.0%
2831101000,13.0%
2831102000,13.0%
2831900000,13.0%
2832100000,13.0%
2832200000,13.0%
2832300000,13.0%
2833110000,13.0%
2833190000,13.0%
2833210000,13.0%
2833220000,13.0%
2833240000,13.0%
2833250000,13.0%
2833270000,13.0%
2833291000,13.0%
2833292000,13.0%
2833293000,13.0%
2833299010,13.0%
2833299020,13.0%
2833299090,13.0%
2833301000,13.0%
2833309000,13.0%
2833400000,13.0%
2834100000,13.0%
2834211000,13.0%
2834219000,13.0%
2834291000,13.0%
2834299001,13.0%
2834299090,13.0%
2835100000,13.0%
2835220000,13.0%
2835240000,13.0%
2835251000,13.0%
2835252000,13.0%
2835259000,13.0%
2835260000,13.0%
2835291000,13.0%
2835299000,13.0%
2835311000,13.0%
2835319000,13.0%
2835391100,13.0%
2835391900,13.0%
2835399000,13.0%
2836200000,13.0%
2836300000,13.0%
2836400000,13.0%
2836500000,13.0%
2836600000,13.0%
2836910000,13.0%
2836920000,13.0%
2836991000,13.0%
2836993000,13.0%
2836994000,13.0%
2836995000,13.0%
2836999000,13.0%
2837111000,13.0%
2837112000,13.0%
2837191000,13.0%
2837199011,13.0%
2837199012,13.0%
2837199013,13.0%
2837199014,13.0%
2837199090,13.0%
2837200011,13.0%
2837200012,13.0%
2837200090,13.0%
2839110000,13.0%
2839191000,13.0%
2839199000,13.0%
2839900001,13.0%
2839900010,13.0%
2839900090,13.0%
2840110000,13.0%
2840190000,13.0%
2840200010,13.0%
2840200090,13.0%
2840300000,13.0%
2841300000,13.0%
2841500000,13.0%
2841610000,13.0%
2841691000,13.0%
2841699000,13.0%
2841701000,13.0%
2841709000,13.0%
2841801000,13.0%
2841802000,13.0%
2841803000,13.0%
2841804000,13.0%
2841809000,13.0%
2841900010,13.0%
2841900020,13.0%
2841900090,13.0%
2842100000,13.0%
2842901100,13.0%
2842901910,13.0%
2842901990,13.0%
2842902000,13.0%
2842903000,13.0%
2842904000,13.0%
2842905000,13.0%
2842906000,13.0%
2842909013,13.0%
2842909014,13.0%
2842909015,13.0%
2842909016,13.0%
2842909017,13.0%
2842909018,13.0%
2842909019,13.0%
2842909021,13.0%
2842909022,13.0%
2842909023,13.0%
2842909090,13.0%
2843100000,13.0%
2843210000,13.0%
2843290010,13.0%
2843290090,13.0%
2843300010,13.0%
2843300090,13.0%
2843900010,13.0%
2843900020,13.0%
2843900031,3.0%
2843900039,13.0%
2843900091,13.0%
2843900099,13.0%
2844100010,13.0%
2844100090,13.0%
2844200010,13.0%
2844200090,13.0%
2844300000,13.0%
2844401010,13.0%
2844401090,13.0%
2844402000,13.0%
2844409010,13.0%
2844409020,13.0%
2844409030,13.0%
2844409040,13.0%
2844409090,13.0%
2844500000,13.0%
2845100000,13.0%
2845900010,13.0%
2845900020,13.0%
2845900030,13.0%
2845900090,13.0%
2846101000,13.0%
2846102000,13.0%
2846103000,13.0%
2846109010,13.0%
2846109090,13.0%
2846901100,13.0%
2846901200,13.0%
2846901300,13.0%
2846901400,13.0%
2846901500,13.0%
2846901600,13.0%
2846901700,13.0%
2846901920,13.0%
2846901930,13.0%
2846901940,13.0%
2846901970,13.0%
2846901980,13.0%
2846901991,13.0%
2846901992,13.0%
2846901999,13.0%
2846902100,13.0%
2846902200,13.0%
2846902300,13.0%
2846902400,13.0%
2846902500,13.0%
2846902600,13.0%
2846902800,13.0%
2846902900,13.0%
2846903100,13.0%
2846903200,13.0%
2846903300,13.0%
2846903400,13.0%
2846903500,13.0%
2846903600,13.0%
2846903900,13.0%
2846904100,13.0%
2846904200,13.0%
2846904300,13.0%
2846904400,13.0%
2846904500,13.0%
2846904600,13.0%
2846904810,13.0%
2846904890,13.0%
2846904900,13.0%
2846909100,13.0%
2846909200,13.0%
2846909300,13.0%
2846909400,13.0%
2846909500,13.0%
2846909601,13.0%
2846909690,13.0%
2846909901,13.0%
2846909910,13.0%
2846909990,13.0%
2847000000,13.0%
2849100000,13.0%
2849200000,13.0%
2849901000,13.0%
2849902000,13.0%
2849909000,13.0%
2850001100,13.0%
2850001200,13.0%
2850001900,13.0%
2850009010,13.0%
2850009090,13.0%
2852100000,13.0%
2852900000,13.0%
2853100000,13.0%
2853901000,13.0%
2853903000,13.0%
2853904010,13.0%
2853904090,13.0%
2853905000,13.0%
2853909010,13.0%
2853909021,13.0%
2853909022,13.0%
2853909023,13.0%
2853909024,13.0%
2853909090,13.0%
2901100000,13.0%
2901210000,13.0%
2901220000,13.0%
2901231000,13.0%
2901232000,13.0%
2901233000,13.0%
2901241000,13.0%
2901242000,13.0%
2901291000,13.0%
2901292000,13.0%
2901299010,13.0%
2901299090,13.0%
2902110000,13.0%
2902191000,13.0%
2902192000,13.0%
2902199011,13.0%
2902199012,13.0%
2902199090,13.0%
2902200000,13.0%
2902300000,13.0%
2902410000,13.0%
2902420000,13.0%
2902430000,13.0%
2902440000,13.0%
2902500000,13.0%
2902600000,13.0%
2902700000,13.0%
2902901000,13.0%
2902902000,13.0%
2902903000,13.0%
2902904000,13.0%
2902905000,13.0%
2902909000,13.0%
2903110000,13.0%
2903120001,13.0%
2903120090,13.0%
2903130000,13.0%
2903140010,13.0%
2903140090,13.0%
2903150000,13.0%
2903191010,13.0%
2903191090,13.0%
2903199000,13.0%
2903210000,13.0%
2903220000,13.0%
2903230000,13.0%
2903291000,13.0%
2903299010,13.0%
2903299090,13.0%
2903310000,13.0%
2903391000,13.0%
2903399010,13.0%
2903399020,13.0%
2903399030,13.0%
2903399090,13.0%
2903710000,13.0%
2903720000,13.0%
2903730000,13.0%
2903740000,13.0%
2903750010,13.0%
2903750020,13.0%
2903750090,13.0%
2903760010,13.0%
2903760020,13.0%
2903760030,13.0%
2903771000,13.0%
2903772011,13.0%
2903772012,13.0%
2903772013,13.0%
2903772014,13.0%
2903772015,13.0%
2903772016,13.0%
2903772090,13.0%
2903779000,13.0%
2903780000,13.0%
2903791011,13.0%
2903791012,13.0%
2903791013,13.0%
2903791014,13.0%
2903791015,13.0%
2903791090,13.0%
2903799010,13.0%
2903799021,13.0%
2903799090,13.0%
2903810010,13.0%
2903810020,13.0%
2903810090,13.0%
2903820010,13.0%
2903820090,13.0%
2903830000,13.0%
2903890010,13.0%
2903890020,13.0%
2903890090,13.0%
2903911000,13.0%
2903919010,13.0%
2903919090,13.0%
2903920000,13.0%
2903930000,13.0%
2903940000,13.0%
2903991000,13.0%
2903992000,13.0%
2903993000,13.0%
2903999010,13.0%
2903999030,13.0%
2903999040,13.0%
2903999090,13.0%
2904100000,13.0%
2904201000,13.0%
2904202000,13.0%
2904203000,13.0%
2904204000,13.0%
2904209010,13.0%
2904209020,13.0%
2904209090,13.0%
2904310000,13.0%
2904320000,13.0%
2904330000,13.0%
2904340000,13.0%
2904350000,13.0%
2904360000,13.0%
2904910000,13.0%
2904990011,13.0%
2904990012,13.0%
2904990013,13.0%
2904990090,13.0%
2905110000,13.0%
2905121000,13.0%
2905122000,13.0%
2905130000,13.0%
2905141000,13.0%
2905142000,13.0%
2905143000,13.0%
2905161000,13.0%
2905169000,13.0%
2905170000,13.0%
2905191000,13.0%
2905199010,13.0%
2905199090,13.0%
2905221000,13.0%
2905222000,13.0%
2905223000,13.0%
2905229000,13.0%
2905290000,13.0%
2905310000,13.0%
2905320000,13.0%
2905391000,13.0%
2905399001,13.0%
2905399002,13.0%
2905399010,13.0%
2905399091,3.0%
2905399099,13.0%
2905410000,13.0%
2905420000,13.0%
2905430000,13.0%
2905440000,13.0%
2905450000,13.0%
2905491000,13.0%
2905499000,13.0%
2905510000,13.0%
2905590010,13.0%
2905590020,13.0%
2905590040,13.0%
2905590090,13.0%
2906110000,13.0%
2906120010,13.0%
2906120090,13.0%
2906131000,13.0%
2906132000,13.0%
2906191000,13.0%
2906199011,13.0%
2906199012,13.0%
2906199013,13.0%
2906199014,13.0%
2906199015,13.0%
2906199090,13.0%
2906210000,13.0%
