Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,Medium density fibreboard (MDF):,,
4411.12,,,Of a thickness not exceeding 5 mm:,,
4411.12.01,00C,m3,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.12.09,00D,m3,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
4411.13,,,Of a thickness exceeding 5 mm but not exceeding 9 mm:,,
4411.13.01,00H,m3,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
4411.13.09,00J,m3,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.14,,,Of a thickness exceeding 9 mm:,,
4411.14.01,00B,m3,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Fibreboard of wood or other ligneous materials, etc.continued",,
,,,Medium density fibreboard (MDF)continued,,
,,,Of a thickness exceeding 9 mmcontinued,,
4411.14.09,00C,m3,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Other:,,
4411.92,,,Of a density exceeding 0.8 g/cm3:,,
4411.92.01,00B,m3,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.92.09,00C,m3,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.93,,,Of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3:,,
4411.93.01,00G,m3,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.93.09,00H,m3,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4411.94,,,Of a density not exceeding 0.5 g/cm3:,,
4411.94.01,,,Not mechanically worked or surface covered,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10J,m3,Of a density exceeding 0.35 g/cm3,,
,19B,m3,Other,,
4411.94.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10K,m3,Of a density exceeding 0.35 g/cm3,,
,19C,m3,Other,,
44.12,,,"Plywood, veneered panels and similar laminated wood:",,
4412.1,,,Of bamboo:,,
4412.10.01,00B,m3,"Plywood consisting solely of sheets of wood, each ply not exceeding",,
,,,6 mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4412.10.29,00D,m3,"Other, each ply exceeding 6 mm in thickness",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,Of bamboocontinued,,
4412.10.49,00E,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,"Other plywood, consisting solely of sheets of wood (other than bamboo),",,
,,,each ply not exceeding 6 mm thickness:,,
4412.31,,,With at least one outer ply of tropical wood:,,
4412.31.01,,,With at least one outer ply of the following tropical woods: Dark Red,,
,,,"Meranti, Light Red Meranti, White Lauan, Sipo, Limba, Okoum,",,
,,,"Obeche, Acajou dAfrique, Sapelli or Mahogany (Swietenia spp.)",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10A,m3,"Overlaid, including veneered",,
,19E,m3,Other,,
4412.31.09,,,ÄìWith at least one outer ply of other tropical wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one outer ply of Merbau (Kwila):,,
,11L,m3,"Overlaid, including veneered",,
,15C,m3,Other,,
,,,With at least one outer ply of Ramin:,,
,21H,m3,"Overlaid, including veneered",,
,25L,m3,Other,,
,,,Other:,,
,31E,m3,"Overlaid, including veneered",,
,49H,m3,Other,,
4412.33.00,,," Other, with at least one outer ply of non-coniferous wood of the",,
,,,"species alder (Alnus spp.), ash (Fraxinus spp.), beech (Fagus spp.),",,
,,,"birch (Betula spp.), cherry (Prunus spp.), chestnut (Castanea spp.),",,
,,,"elm (Ulmus spp.), eucalyptus (Eucalyptus spp.), hickory (Carya spp.),",,
,,,"horse chestnut (Aesculus spp.), lime (Tilia spp.), maple (Acer spp.),",,
,,,"oak (Quercus spp.), plane tree (Platanus spp.), poplar and aspen",,
,,,"(Populus spp.), robinia (Robinia spp.), tulipwood (Liriodendron spp.)",,
,,,or walnut (Juglans spp.),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10D,m3,"Overlaid, including veneered",,
,19H,m3,Other,,
4412.34,,,"Other, with at least one outer ply of non-coniferous wood not specified",,
,,,under Tariff item 4412.33.00:,,
4412.34.10,,,"Of Baboen, Palissandre du Bresil or Bois de Rose femelle",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,10D,m3,"Overlaid, including veneered",,
,19H,m3,Other,,
4412.34.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10A,m3,"Overlaid, including veneered",,
,19E,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,"Other plywood, consisting solely of sheets of wood, etc.continued",,
4412.39.10,,,"Other, with both outer plies of coniferous wood",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10G,m3,"Overlaid, including veneered",,
,19L,m3,Other,,
,,,Laminated veneered lumber (LVL):,,
4412.41,,,With at least one outer ply of tropical wood:,,
4412.41.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,10D,m3,With at least one ply of Merbau (Kwila),,
,20A,m3,With at least one ply of Ramin,,
,30J,m3,Other,,
,,,Other:,,
4412.41.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila):,,
,10K,m3,"Overlaid, including veneered",,
,20G,m3,Other,,
,,,With at least one ply of Ramin:,,
,30D,m3,"Overlaid, including veneered",,
,40A,m3,Other,,
,,,Other:,,
,50J,m3,"Overlaid, including veneered",,
,60F,m3,Other,,
4412.41.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10E,m3,With at least one ply of Merbau (Kwila),,
,20B,m3,With at least one ply of Ramin,,
,30K,m3,Other,,
4412.42,,,"Other, with at least one outer ply of non-coniferous wood:",,
,,,With at least one ply of tropical wood:,,
4412.42.10,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila):,,
,10J,m3,"Overlaid, including veneered",,
,20F,m3,Other,,
,,,With at least one ply of Ramin:,,
,30C,m3,"Overlaid, including veneered",,
,40L,m3,Other,,
,,,Other:,,
,50H,m3,"Overlaid, including veneered",,
,60E,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,Laminated veneered lumber (LVL)continued,,
,,,"Other, with at least one outer ply of non-coniferous woodcontinued",,
,,,With at least one ply of tropical woodcontinued,,
4412.42.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10D,m3,With at least one ply of Merbau (Kwila),,
,20A,m3,With at least one ply of Ramin,,
,30J,m3,Other,,
4412.42.30,00B,.,"Other, containing at least one layer of particle board",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other:,,
4412.42.40,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10E,m3,"Overlaid, including veneered",,
,20B,m3,Other,,
4412.42.50,00C,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4412.49,,,"Other, with both outer plies of coniferous wood:",,
,,,With at least one ply of tropical wood:,,
4412.49.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,10L,m3,With at least one ply of Merbau (Kwila),,
,20H,m3,With at least one ply of Ramin,,
,30E,m3,Other,,
,,,Other:,,
4412.49.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila):,,
,10F,m3,"Overlaid, including veneered",,
,20C,m3,Other,,
,,,With at least one ply of Ramin:,,
,30L,m3,"Overlaid, including veneered",,
,40H,m3,Other,,
,,,Other:,,
,50E,m3,"Overlaid, including veneered",,
,60B,m3,Other,,
4412.49.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10A,m3,With at least one ply of Merbau (Kwila),,
,20J,m3,With at least one ply of Ramin,,
,30F,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,Laminated veneered lumber (LVL)continued,,
,,,"Other, with both outer plies of coniferous woodcontinued",,
4412.49.40,00K,.,"Other, containing at least one layer of particle board",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other:,,
4412.49.50,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10B,m3,"Overlaid, including veneered",,
,20K,m3,Other,,
4412.49.60,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10H,.,"Overlaid, including veneered",,
,20E,.,Other,,
,,,"Blockboard, laminboard and battenboard:",,
4412.51,,,With at least one outer ply of tropical wood:,,
4412.51.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10H,m3,With at least one ply of Merbau (Kwila),,
,20E,m3,With at least one ply of Ramin,,
,30B,m3,Other,,
,,,Other:,,
4412.51.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,With at least one ply of Merbau (Kwila),,
,10C,m3,"Overlaid, including veneereed",,
,20L,m3,Other,,
,,,With at least one ply of Ramin,,
,30H,m3,"Overlaid, including veneered",,
,40E,m3,Other,,
,,,Other,,
,50B,m3,"Overlaid, including veneered",,
,60K,m3,Other,,
4412.51.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10J,m3,With at least one ply of Merbau (Kwila),,
,20F,m3,With at least one ply of Ramin,,
,30C,m3,Other,,
4412.52,,,"Other, with at least one outer ply of non-coniferous wood:",,
,,,With at least one ply of tropical wood:,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,"Blockboard, laminboard and battenboardcontinued",,
,,,"Other, with at least one outer ply of non-coniferous woodcontinued",,
,,,With at least one ply of tropical woodcontinued,,
4412.52.10,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,With at least one ply of Merbau (Kwila),,
,10B,m3,"Overlaid, including veneered",,
,20K,m3,Other,,
,,,With at least one ply of Ramin,,
,30G,m3,"Overlaid, including veneered",,
,40D,m3,Other,,
,,,Other,,
,50A,m3,"Overlaid, including veneered",,
,60J,m3,Other,,
4412.52.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10H,m3,With at least one ply of Merbau (Kwila),,
,20E,m3,With at least one ply of Ramin,,
,30B,m3,Other,,
,,,Other:,,
4412.52.30,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10C,m3,"Overlaid, including veneered",,
,20L,m3,Other,,
4412.52.40,00A,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4412.59,,,"Other, with both outer plies of coniferous wood:",,
,,,With at least one ply of tropical wood:,,
4412.59.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10D,m3,With at least one ply of Merbau (Kwila),,
,20A,m3,With at least one ply of Ramin,,
,30J,m3,Other,,
,,,Other:,,
4412.59.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,With at least one ply of Merbau (Kwila),,
,10K,m3,"Overlaid, including veneered",,
,20G,m3,Other,,
,,,With at least one ply of Ramin,,
,30D,m3,"Overlaid, including veneered",,
,40A,m3,Other,,
,,,Other,,
,50J,m3,"Overlaid, including veneered",,
,60F,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,"Blockboard, laminboard and battenboardcontinued",,
,,,"Other, with both outer plies of coniferous woodcontinued",,
,,,With at least one ply of tropical woodcontinued,,
,,,Othercontinued,,
4412.59.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10E,m3,With at least one ply of Merbau (Kwila),,
,20B,m3,With at least one ply of Ramin,,
,30K,m3,Other,,
,,,Other:,,
4412.59.40,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10L,m3,"Overlaid, including veneered",,
,20H,m3,Other,,
4412.59.50,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10F,.,"Overlaid, including veneered",,
,20C,.,Other,,
,,,Other:,,
4412.91,,,With at least one outer ply of tropical wood:,,
4412.91.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,10B,m3,With at least one ply of Merbau (Kwila),,
,20K,m3,With at least one ply of Ramin,,
,30G,m3,Other,,
,,,Other:,,
4412.91.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila),,
,10H,m3,"Overlaid, including veneered",,
,20E,m3,Other,,
,,,With at least one ply of Ramin,,
,30B,m3,"Overlaid, including veneered",,
,40K,m3,Other,,
,,,Other,,
,50G,m3,"Overlaid, including veneered",,
,60D,m3,Other,,
4412.91.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10C,m3,With at least one ply of Merbau (Kwila),,
,20L,m3,With at least one ply of Ramin,,
,30H,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,Othercontinued,,
4412.92,,,"Other, with at least one outer ply of non-coniferous wood:",,
,,,With at least one ply of tropical wood:,,
4412.92.10,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila):,,
,10G,m3,"Overlaid, including veneered",,
,20D,m3,Other,,
,,,With at least one ply of Ramin:,,
,30A,m3,"Overlaid, including veneered",,
,40J,m3,Other,,
,,,Other:,,
,50F,m3,"Overlaid, including veneered",,
,60C,m3,Other,,
4412.92.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10B,m3,With at least one ply of Merbau (Kwila),,
,20K,m3,With at least one ply of Ramin,,
,30G,m3,Other,,
4412.92.30,00L,.,"Other, containing at least one layer of particle board",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other:,,
4412.92.40,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10C,m3,"Overlaid, including veneered",,
,20L,m3,Other,,
4412.92.50,00A,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4412.99,,,"Other, with both outer plies of coniferous wood:",,
,,,With at least one ply of tropical wood:,,
4412.99.10,,,Containing at least one layer of particle board,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,10J,m3,With at least one ply of Merbau (Kwila),,
,20F,m3,With at least one ply of Ramin,,
,30C,m3,Other,,
,,,"Plywood, veneered panels and similar laminated woodcontinued",,
,,,Othercontinued,,
,,,"Other, with both outer plies of coniferous woodcontinued",,
,,,With at least one ply of tropical woodcontinued,,
,,,Other,,
4412.99.20,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With at least one ply of Merbau (Kwila):,,
,10D,m3,"Overlaid, including veneered",,
,20A,m3,Other,,
,,,With at least one ply of Ramin:,,
,30J,m3,"Overlaid, including veneered",,
,40F,m3,Other,,
,,,Other:,,
,50C,m3,"Overlaid, including veneered",,
,60L,m3,Other,,
4412.99.30,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,10K,m3,With at least one ply of Merbau (Kwila),,
,20G,m3,With at least one ply of Ramin,,
,30D,m3,Other,,
4412.99.40,00H,.,"Other, containing at least one layer of particle board",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other:,,
4412.99.50,,,Each ply exceeding 6mm in thickness,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10L,m3,"Overlaid, including veneered",,
,20H,m3,Other,,
4412.99.60,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10F,.,"Overlaid, including veneered",,
,20C,.,Other,,
44.13,,,,,
4413.00.00,00L,m3,"Densified wood, in blocks, plates, strips or profile shapes",Free,Free
44.14,,,"Wooden frames for paintings, photographs, mirrors or similar objects",,
4414.10.00,00B,.,Of tropical wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4414.90.00,00A,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
44.15,,,"Packing cases, boxes, crates, drums and similar packings, of wood;",,
,,,"cable-drums of wood; pallets, box pallets and other load boards, of",,
,,,wood; pallet collars of wood:,,
4415.1,,,"Cases, boxes, crates, drums and similar packings; cable-drums:",,
4415.10.01,00G,.,Returned empty containers identifiable as such to the satisfaction of,,
,,,Customs,Free,Free
4415.10.09,,,Other,Free,Free
,,,"Timber for cases, boxes, crates, drums and similar packings,",,
,,,"unassembled, in shooks:",,
,,,Rough sawn:,,
,01F,m3,Pinus radiata,,
,09A,m3,Other,,
,,,Sawn dressed:,,
,11C,m3,Pinus radiata,,
,19J,m3,Other,,
,29F,.,Other,,
4415.2,,,"Pallets, box pallets and other load boards; pallet collars",,
4415.20.10,00K,.,"Pallets, box pallets and other load boards",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4415.20.90,00C,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
44.16,,,,,
4416.00.00,,,"Casks, barrels, vats, tubs and other coopers products and parts",,
,,,"thereof, of wood, including staves",Free,Free
,01C,.,Returned empty containers,,
,,,Casks and barrels:,,
,11L,.,"Unassembled, suited for packing meat products, whether",,
,,,or not including hoops,,
,19F,.,Other,,
,21H,.,"Vats, tubs, buckets and other completed coopers products",,
,29C,.,Bungs,,
,31E,.,Staves,,
,39L,.,Other,,
44.17,,,,,
4417,,,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of",,
,,,"wood; boot or shoe lasts and trees, of wood:",,
4417.00.01,00K,.,Tools and tool bodies,Free,Free
,,,Tool handles:,,
4417.00.11,00E,No.,"Broom, mop, hoe, rake, and similar",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4417.00.19,00F,No.,Other,Free,Free
4417.00.21,00L,.,"Brush handles, brush and broom bodies",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
4417.00.29,00A,.,Boot and shoe lasts and trees,Free,Free
44.18,,,"Builders joinery and carpentry of wood, including cellular wood",,
,,,"panels, assembled flooring panels, shingles and shakes:",,
,,,"Windows, French-doors and their frames:",,
4418.11.00,00K,.,Of tropical wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
4418.19.00,00F,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Doors and their frames and thresholds:,,
4418.21.00,,,Of tropical wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Exterior and entrance doors:,,
,10L,No.,Exterior and entrance doors of a height of 1980 mm or more,,
,12G,No.,Other,,
,,,Internal doors of a height of 1980 mm or more:,,
,20H,No.,Louvred doors,,
,22D,No.,"Folding doors (for example bi-fold, tri-fold) other than louvred doors",,
,24L,No.,Other,,
,,,Other doors:,,
,30E,No.,Cabinet and furniture doors,,
,32A,No.,Other,,
,40B,No.,Frames and thresholds only,,
,,,Parts of doors:,,
,50K,.,"Door facings, mouldings, skins",,
,52F,.,Other,,
4418.29.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Exterior and entrance doors:,,
,10G,No.,Exterior and entrance doors of a height of 1980 mm or more,,
,12C,No.,Other,,
,,,Internal doors of a height of 1980 mm or more:,,
,20D,No.,Louvred doors,,
,22L,No.,"Folding doors (for example bi-fold, tri-fold) other than louvred doors",,
,24G,No.,Other,,
,,,Other doors:,,
,30A,No.,Cabinet and furniture doors,,
,32H,No.,Other,,
,40J,No.,Frames and thresholds only,,
,,,Parts of doors:,,
,50F,.,"Door facings, mouldings, skins",,
,52B,.,Other,,
4418.30.10,00H,.,Posts and beams other than products of subheadings 4418.81 to 4418.89,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4418.40.00,00F,.,Shuttering for concrete constructional work,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.50.00,00K,.,Shingles and shakes,Free,Free
,,,Assembled flooring panels:,,
4418.73,,,Of bamboo or with at least the top layer (wear layer) of bamboo,,
,,,"Builders joinery and carpentry of wood, including, etc.continued",,
,,,Assembled flooring panelscontinued,,
,,,"Of bamboo or with at least the top layer (wear layer), etc.continued",,
4418.73.10,00F,.,For mosaic floors,5,Free
,,,,,*See Below
,,,,,CA Free
,,,"Other, multilayer:",,
4418.73.11,00B,.,Parquet panels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.73.13,00E,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Other:,,
4418.73.15,00H,.,Parquet panels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.73.19,00C,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.74.00,00E,.,"Other, for mosaic floors",5,Free
,,,,,*See Below
,,,,,CA Free
4418.75,,,"Other, multilayer:",,
4418.75.10,00E,.,Parquet panels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.75.19,00B,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.79,,,Other:,,
,,,,,
4418.79.10,00C,.,Parquet panels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4418.79.19,00L,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Engineered structural timber products:,,
4418.81.00,00E,.,Glue-laminated timber (glulam),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4418.82.00,00K,.,Cross-laminated timber (CLT or X-lam),5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4418.83.00,00D,.,I beams,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,"Builders joinery and carpentry of wood, including, etc.continued",,
,,,Engineered structural timber productscontinued,,
4418.89.00,00A,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,Other:,,
4418.91.00,10F,.,Of bamboo,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4418.92.00,00C,.,Cellular wood panels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
4418.99.00,10B,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
44.19,,,"Tableware and kitchenware, of wood:",,
,,,Of bamboo:,,
4419.11.00,00H,.,"Bread boards, chopping boards and similar boards",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4419.12.00,00B,.,Chopsticks,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4419.19.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10A,.,"Spoons and forks, wooden trays of all kinds and fancy bowls",,
,15B,.,Capacity measures,,
,19E,.,Other,,
4419.20.00,,,Of tropical wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10D,.,"Spoons and forks, wooden trays of all kinds and fancy bowls",,
,20A,.,Capacity measures,,
,30J,.,Chopsticks,,
,40F,.,Other,,
4419.90.00,,,Other,5,Free
